"dog_id","survey_year","mm_sc_date","mm_sc_stairs_used_previously","mm_sc_loc_y","mm_sc_stairs_used_description","mm_sc_stair_height_cm","mm_sc_stair_count","mm_sc_number_practice_trials","mc_sc_trial_1_outcome","mm_sc_trial_1_time_seconds","mm_sc_trial_1_problems","mm_sc_trial_2_outcome","mm_sc_trial_2_time_seconds","mm_sc_trial_2_problems","mm_sc_trial_3_outcome","mm_sc_trial_3_time_seconds","mm_sc_trial_3_problems","mm_sc_trials_motivation_treat","mm_sc_trials_motivation_toy","mm_sc_trials_motivation_verbal","mm_sc_trials_motivation_clapping","mm_sc_trials_motivation_none","mm_sc_trials_motivation_other","mm_sc_trials_motivation_other_description"
119168,"annual_2023","2023-05-14",0,NA,"Deck stairs to our yard. Composite decking, not wood.",15,8,2,0,NA,"He got nervous",1,"7.76",NA,1,"5.23",NA,1,0,1,1,0,0,NA
119283,"annual_2023","2023-05-29",1,0,"Home",20,12,1,1,"3.91",NA,1,"3.91",NA,1,"3.91",NA,1,0,0,0,0,0,NA
119287,"annual_2022","2022-06-30",1,0,"Inside my house, carpet",20,12,3,1,"1.64",NA,1,"1.54",NA,1,"1.52",NA,0,0,1,0,0,0,NA
119287,"annual_2023","2023-05-05",1,0,"Stairs from main level to basement of my home, inside, carpeted",19,11,3,1,"1.67",NA,1,"1.60",NA,1,"1.61",NA,0,0,1,0,0,0,NA
119289,"annual_2023","2023-06-04",1,0,"inside my house",18,15,2,1,"10.0",NA,1,"10.0",NA,1,"12.0",NA,0,0,1,0,0,0,NA
119312,"annual_2023","2023-05-24",1,0,"Concrete stairs in front of my office building.",14,6,2,1,"1.09",NA,1,"0.90",NA,1,"0.87",NA,0,0,1,0,0,0,NA
119362,"annual_2023","2023-05-14",0,NA,"Basement stairs, wood",19.5,11,2,1,"2.33",NA,1,"3.18",NA,1,"2.51",NA,1,0,0,0,0,0,NA
119368,"annual_2023","2023-04-30",0,NA,"inside my house, carpet",20,8,3,1,"1.14",NA,1,"1.19",NA,1,"1.04",NA,1,0,0,0,0,0,NA
119403,"annual_2023","2023-05-13",1,0,"inside my house. wood stairs with a rubber stair tread non-slip step mats.",20,13,1,1,"4.45",NA,1,"7.86",NA,1,"4.09",NA,1,0,1,0,0,0,NA
119407,"annual_2023","2023-05-26",0,NA,"inside stair from basement; carpeted",19,13,1,1,"1.8",NA,1,"1.8",NA,1,"2.0",NA,0,0,1,0,0,0,NA
119422,"annual_2023","2023-06-07",0,NA,"Front porch stairs, wood.",15,9,2,1,"1.28",NA,1,"1.93",NA,1,"1.41",NA,0,0,1,0,0,0,NA
119450,"annual_2023","2023-06-07",0,NA,"inside our house",16.5,7,3,1,"1",NA,1,"1",NA,1,"1",NA,1,0,1,0,0,0,NA
119506,"annual_2023","2023-05-30",0,NA,"Inside my house; carpet",19,9,3,1,".98",NA,1,".95",NA,1,"1.02",NA,1,0,0,0,0,0,NA
119536,"annual_2023","2023-06-08",1,0,"outside stairs to access deck from garden level. stairs make of trex like material",184,15,2,1,"1.54",NA,1,"1.20",NA,1,"1.38",NA,1,0,0,0,0,0,NA
119570,"annual_2023","2023-06-04",0,NA,"inside house, back stairs with landing at 9 steps, carpeted",17.5,9,4,1,"1.28",NA,1,"1.66",NA,1,"2.26",NA,1,0,1,0,0,0,NA
119603,"annual_2023","2023-06-02",1,0,"The stairs to my second floor.",18,14,1,1,"0.21",NA,1,"0.21",NA,0,NA,"The first two were so close, didn't think I needed a third try.",0,0,0,0,1,0,NA
119647,"annual_2023","2023-04-23",0,NA,"University campus, concrete",14,18,3,1,"4.43",NA,1,"6.03",NA,1,"8.50",NA,1,0,0,0,0,0,NA
119721,"annual_2022","2022-06-21",0,NA,"Inside my neighbors house.  Carpeted.",7.5,17,2,1,"2.11",NA,1,"2.83",NA,1,"2.08",NA,0,0,1,0,0,0,NA
119741,"annual_2023","2023-06-04",1,0,"inside my house, wood stairs.",18,10,2,1,"2.36",NA,1,"1.87",NA,1,"2.02",NA,1,0,1,0,0,0,NA
119775,"annual_2023","2023-05-20",0,NA,"inside my house",19,11,3,1,"2.5",NA,1,"3.0",NA,1,"2.98",NA,1,0,1,0,0,0,NA
119782,"annual_2022","2022-07-19",0,NA,"Inside my house with jute runner on stairs.",18.5,13,3,1,"1.67",NA,1,"1.80",NA,1,"1.60",NA,1,0,1,0,0,0,NA
119782,"annual_2023","2023-04-22",1,0,"Thirteen stairs going from the main floor to the second floor of our home.",18.5,13,2,1,"1.08",NA,1,"1.43",NA,1,"1.13",NA,1,0,0,0,0,0,NA
119807,"annual_2023","2023-05-21",1,0,"inside my house. carpet",17,11,2,1,"1.50",NA,1,"1.75",NA,1,"1.87",NA,1,0,1,0,0,0,NA
119895,"annual_2023","2023-05-15",1,0,"Front entrance to my apartment building. Stairs are concrete.",14,9,1,1,"1.99",NA,1,"2.52",NA,1,"2.38",NA,1,0,0,0,0,0,NA
119950,"annual_2023","2023-05-07",0,NA,"Inside my house",19,16,2,1,"7.99",NA,1,"8.44",NA,1,"7.77",NA,1,0,1,1,0,0,NA
119956,"annual_2023","2023-05-11",1,0,"CARPET IN MY HOUSE",18,9,4,0,NA,"STOPPED MID STAIR AND LOOKED",1,"3.67",NA,1,"4.2",NA,1,0,1,1,0,0,NA
120016,"annual_2023","2023-05-15",1,0,"Inside my house",19.5,9,3,1,"2.82",NA,1,"2.11",NA,1,"1.78",NA,1,0,0,0,0,0,NA
120038,"annual_2023","2023-06-05",1,1,"Inside my house, leading to the second level.",20,8,4,1,"1.32",NA,1,"1.15",NA,1,"1.87",NA,1,0,0,0,0,0,NA
120070,"annual_2023","2023-05-01",1,0,"Stairs from front hall to upstairs hall and is carpeted.",18,15,1,1,"5",NA,1,"5",NA,1,"5",NA,1,0,0,0,0,0,NA
120071,"annual_2023","2023-06-12",1,0,"Inside my house.  They have carpet on them.",19.5,12,1,1,"3.19",NA,1,"1.91",NA,1,"2.12",NA,1,0,0,0,0,0,NA
120073,"annual_2023","2023-05-28",1,0,"inside my house; carpeted",20,14,1,1,"3.66",NA,1,"3.18",NA,1,"3.61",NA,1,0,1,1,0,0,NA
120074,"annual_2022","2022-07-19",1,0,"Inside my house. They are re wood stairs.",20.5,11,3,0,NA,"She was confused and only went up half way",1,"1.59",NA,1,"1.58",NA,0,1,0,0,0,0,NA
120116,"annual_2023","2023-05-18",1,0,"inside my house, carpet",19.5,13,3,1,"2.47",NA,1,"2.00",NA,1,"1.85",NA,0,0,1,0,0,0,NA
120125,"annual_2023","2023-05-16",0,NA,"Inside my house coming up from the basement.  Wood stairs",18,12,2,1,"1.49",NA,1,"1.36",NA,1,"2.01",NA,1,0,0,0,0,0,NA
120158,"annual_2022","2022-06-29",0,NA,"Stairs to bonus space.  Bare wood.",190,12,2,1,"2.12",NA,1,"1.86",NA,1,"1.44",NA,1,0,0,0,0,0,NA
120168,"annual_2023","2023-06-14",0,NA,"Carpeted stairs inside my home",14,7,2,1,"3.1",NA,1,"2.43",NA,1,"2.56",NA,0,1,0,0,0,0,NA
120179,"annual_2023","2023-05-16",1,0,"Inside my home, center of home. Leads upstairs to the bedrooms. Carpeted stairs.",20.5,12,2,1,"2.35",NA,1,"1.81",NA,1,"1.68",NA,0,1,1,1,0,0,NA
120189,"annual_2023","2023-04-30",0,NA,"Inside my house between 1st & 2nd floor.  Carpeted.",20.5,14,3,1,"1.40",NA,1,"1.75",NA,1,"1.80",NA,1,0,1,0,0,0,NA
120252,"annual_2023","2023-05-07",0,NA,"inside my house, stainless steel treads",25,10,4,1,"3.01",NA,1,"2.94",NA,1,"2.40",NA,1,0,0,0,0,0,NA
120311,"annual_2023","2023-06-08",1,0,"Native American/Archaelogical/Heritage site/area with wood stairs",18,10,1,1,"7.24",NA,1,"8.14",NA,1,"8.79",NA,0,0,0,0,1,0,NA
120361,"annual_2023","2023-06-07",1,0,"inside my house, hardwood flooring.",18.5,8,3,1,"3.50",NA,1,"2.50",NA,1,"2.38",NA,1,0,0,0,0,0,NA
120390,"annual_2023","2023-05-29",0,NA,"house  carpet",19.5,15,2,1,"2.047",NA,1,"1.76",NA,1,"1.74",NA,1,0,1,0,0,0,NA
120406,"annual_2023","2023-05-20",1,0,"wood stairs  with grip straps at edge",20,10,2,1,"9.45",NA,1,"8.46",NA,1,"7.4",NA,1,0,1,0,0,0,NA
120432,"annual_2023","2023-05-02",0,NA,"In my house, in the front hall. Footing is wood.",18.5,14,2,1,"5.59",NA,1,"9.18",NA,1,"8.7",NA,1,0,1,0,0,0,NA
120484,"annual_2023","2023-05-24",0,NA,"carpeted stairs to the basement",19,14,3,1,"1.38",NA,1,"1.33",NA,1,"1.47",NA,0,1,0,0,0,0,NA
120508,"annual_2023","2023-05-24",0,NA,"house",19.5,12,3,1,"1.25",NA,1,"1.18",NA,1,"1.62",NA,1,0,1,0,0,0,NA
120519,"annual_2023","2023-06-05",0,NA,"At my work, non-slip vinyl flooring.",16.5,15,2,1,"3.86",NA,1,"3.08",NA,1,"4.46",NA,1,0,1,0,0,0,NA
120520,"annual_2023","2023-05-19",1,0,"inside my condo building, stairs are carpeted",18,16,5,1,"1.78",NA,1,"1.55",NA,1,"1.71",NA,0,0,1,0,0,0,NA
120522,"annual_2023","2023-06-18",1,0,"Industrial flat carpet",16.5,27,2,1,"6.51",NA,1,"6.4",NA,1,"6.52",NA,0,0,1,0,0,0,NA
120524,"annual_2023","2023-06-06",1,0,"inside my house, carpeted stairs from 1st floor to 2nd floor",20,10,5,1,".91",NA,1,"1.00",NA,1,".66",NA,1,0,0,0,0,0,NA
120527,"annual_2023","2023-05-17",0,NA,"inside house, wooden steps",20,14,2,1,"2.0",NA,1,"2.05",NA,1,"2.2",NA,0,1,0,0,0,0,NA
120528,"annual_2023","2023-06-05",0,NA,"inside my house carpet flooring",19,14,2,1,"2.61",NA,1,"2.45",NA,1,"2.05",NA,1,0,1,1,0,0,NA
120535,"annual_2023","2023-05-14",0,NA,"inside my house, hardwood",19,14,1,1,"1.95",NA,1,"1.79",NA,1,"1.54",NA,0,0,1,0,0,0,NA
120551,"annual_2023","2023-05-11",1,0,"inside house carpeted",20.5,13,2,1,"1.76",NA,1,"2.25",NA,1,"1.95",NA,1,0,0,0,0,0,NA
120564,"annual_2023","2023-04-30",1,0,"Concrete fire stairs in my apartment building (she has used them once for a ""false alarm"" and a second time for an arson in my building, otherwise we take the elevator since I am in a wheelchair).",16,8,5,1,"3.2",NA,1,"3.0",NA,1,"3.0",NA,0,0,1,0,0,0,NA
120634,"annual_2023","2023-05-11",0,NA,"Inside my house, wood with carpet rectangles for traction",18,8,3,1,"3.21",NA,1,"2.79",NA,1,"2.45",NA,1,0,1,0,0,0,NA
120683,"annual_2023","2023-06-07",0,NA,"Concrete stairs at south east corner of Farmington reserve apts connecting to path at park",17,9,3,1,"1.08",NA,1,"1.13",NA,1,"1.11",NA,0,0,1,0,0,0,NA
120699,"annual_2023","2023-05-23",1,0,"in my house, carpet",19,11,2,1,"1.30",NA,1,"1.30",NA,1,"1.30",NA,1,0,1,1,0,0,NA
120748,"annual_2023","2023-05-05",0,NA,"backyard deck stairs, Trex wood",19,9,2,1,"1.20",NA,1,"1.20",NA,1,"1.20",NA,1,0,0,0,0,0,NA
120752,"annual_2023","2023-05-16",0,NA,"Back porch stairs",8,8,3,1,".66",NA,1,".68",NA,1,".66",NA,1,0,0,0,0,0,NA
120914,"annual_2023","2023-06-04",1,0,"Outside from ground to deck.  Composite wood.",18.5,9,3,1,"2.75",NA,1,"2.5",NA,1,"1.8",NA,1,0,1,0,0,0,NA
121001,"annual_2023","2023-05-22",1,0,"stairs going from first floor to 2nd floor in house; carpet.",20.5,12,1,1,"1.4",NA,1,"1.5",NA,1,"1.8",NA,1,0,1,0,0,0,NA
121031,"annual_2023","2023-06-05",0,NA,"inside my house, carpeted, 13 steps",18,13,2,1,"1.7",NA,1,"1.5",NA,1,"1.75",NA,1,0,1,0,0,0,NA
121180,"annual_2023","2023-05-02",0,NA,"family room stairs -indoors",18.5,11,3,1,"2.36",NA,1,"2.36",NA,1,"2.36",NA,1,0,1,0,0,0,NA
121191,"annual_2023","2023-04-30",1,0,"inside our three-flat, first to second floor - carpeted",16,18,3,1,"2.19",NA,1,"1.50",NA,1,"1.95",NA,0,1,1,0,0,0,NA
121249,"annual_2023","2023-05-11",1,0,"Inside my house.  Carpeted",20.5,8,3,1,"2.41",NA,1,"2.49",NA,1,"2.37",NA,0,0,1,0,0,0,NA
121285,"annual_2023","2023-05-22",0,NA,"In our rental house",19,12,3,1,"3.58",NA,1,"3.48",NA,1,"3.71",NA,1,0,1,0,0,0,NA
121443,"annual_2023","2023-05-13",1,0,"In my house. Carpet.",19,13,3,1,"2.24",NA,1,"2.10",NA,1,"2.15",NA,1,0,1,0,0,0,NA
121455,"annual_2023","2023-05-25",0,NA,"inside",20.5,16,3,0,NA,"He wouldn't go.",0,NA,"Same thing. He just sat at the bottom.",0,NA,"Same thing.",1,0,1,0,0,1,"voice encouragement, treats, hand gesture."
121535,"annual_2023","2023-05-10",1,0,"Inside the house, wood floor",20.5,13,1,1,"3.94",NA,1,"3.91",NA,1,"3.99",NA,1,0,1,0,0,0,NA
121623,"annual_2023","2023-05-14",0,NA,"Mommom's back porch top set of stairs",19,9,1,1,"1.45",NA,1,"1.33",NA,1,"1.45",NA,0,0,1,0,0,0,NA
121627,"annual_2023","2023-05-29",0,NA,"inside, carpet",18,13,3,1,"4.18",NA,1,"5.95",NA,1,"4.84",NA,1,0,0,0,0,0,NA
121648,"annual_2023","2023-06-09",1,0,"Stairs to downstairs, indoors, wood with carpet treads.  Top 3 stairs turn to the left.",19,13,1,1,"4.08",NA,1,"4.14",NA,1,"4.24",NA,1,0,0,0,0,0,NA
121654,"annual_2023","2023-06-08",1,0,"inside my house, wood flooring",18.5,14,3,1,"6.51",NA,1,"7.26",NA,1,"6.81",NA,0,0,1,0,0,0,NA
121677,"annual_2023","2023-06-05",1,0,"Inside my house",19,15,2,1,"3.66",NA,1,"3.76",NA,1,"3.94",NA,1,0,0,0,0,0,NA
121837,"annual_2023","2023-04-30",1,0,"Outside our house up to our front door. Trex decking",19,11,2,1,"1.58",NA,1,"1.68",NA,1,"1.41",NA,1,0,1,0,0,0,NA
121852,"annual_2023","2023-06-04",0,NA,"In the house",21,8,1,1,"2.4",NA,1,"3.73",NA,1,"2.96",NA,1,0,0,0,0,0,NA
121903,"annual_2023","2023-06-08",1,0,"Inside of house",18,18,1,1,"1.98",NA,1,"1.93",NA,1,"2.10",NA,0,0,1,0,0,0,NA
121906,"annual_2023","2023-05-19",1,0,"Inside my home - Carpet",20.5,13,3,1,".05",NA,1,".04",NA,1,".05",NA,0,0,1,0,0,0,NA
121938,"annual_2023","2023-06-09",0,NA,"inside the house, has carpeting",18,13,2,1,"2.11",NA,1,"2.22",NA,1,"2.09",NA,1,0,1,0,0,0,NA
121985,"annual_2023","2023-05-21",1,0,"Inside my house.  Hardwood stairway.",17,13,1,1,"2.49",NA,1,"2.39",NA,1,"2.19",NA,1,0,0,0,0,0,NA
122003,"annual_2023","2023-05-19",1,0,"My house",63.5,15,1,1,"11.28",NA,1,"12.15",NA,1,"12.44",NA,0,0,1,0,0,0,NA
122029,"annual_2023","2023-06-01",1,0,"Office building",14,20,1,1,"2.97",NA,1,"2.98",NA,1,"2.93",NA,1,0,0,0,0,0,NA
122063,"annual_2023","2023-06-06",1,0,"in my house, connecting 1st floor to 2nd floor. wood floors.",21.5,9,3,1,"1.46",NA,1,"1.46",NA,1,"1.60",NA,1,0,0,0,0,0,NA
122215,"annual_2023","2023-06-05",1,0,"stairs at a hotel",18,9,4,1,".59",NA,1,".66",NA,1,".66",NA,1,0,0,0,0,0,NA
122321,"annual_2023","2023-06-07",0,NA,"inside house, from basement to first floor.",28,14,1,1,"2.35",NA,1,"2.25",NA,1,"1.75",NA,1,0,1,0,0,0,NA
122358,"annual_2023","2023-06-01",1,0,"outside deck stairs- wood",19.5,8,3,1,"1.63",NA,1,"1.43",NA,1,"1.44",NA,1,0,0,0,0,0,NA
122360,"annual_2023","2023-05-29",1,0,"inside stairs",8,16,3,1,"3.92",NA,1,"2.75",NA,1,"2.93",NA,1,0,0,0,0,0,NA
122488,"annual_2023","2023-05-16",1,0,"Carpet. Inside house.",19,16,1,1,"2.73",NA,1,"2.51",NA,1,"2.65",NA,1,0,1,0,0,0,NA
122629,"annual_2023","2023-05-07",1,0,"inside our house from the basement to the main level of the home",19.5,8,3,1,"1.10",NA,1,".96",NA,1,".99",NA,1,0,1,0,0,0,NA
122734,"annual_2023","2023-05-10",0,NA,"Inside my house with carpet footing",18.5,13,2,1,"1.33",NA,1,"1.06",NA,1,"1.25",NA,0,1,0,0,0,0,NA
122737,"annual_2023","2023-04-30",1,0,"Carpeted stair inside my house",18,12,3,1,"5.2",NA,1,"4.9",NA,1,"5.1",NA,0,0,1,0,0,0,NA
122844,"annual_2023","2023-06-03",0,NA,"concrete stairs in a veteran's hospital grounds",15,9,4,1,"1.71",NA,1,"1.69",NA,1,"1.65",NA,1,1,0,0,0,0,NA
122849,"annual_2023","2023-05-28",0,NA,"Inside my house, from first floor to landing. Hardwood at the bottom, stairs and to planding are carpeted.",19.5,8,3,1,"3.09",NA,1,"2.76",NA,1,"3.10",NA,1,0,1,0,0,0,NA
122950,"annual_2023","2023-05-28",1,0,"inside my house",20.5,7,2,1,"2.31",NA,1,"2.43",NA,1,"2.11",NA,1,0,1,0,0,0,NA
122998,"annual_2023","2023-05-29",0,NA,"in house, hardwood floor",18,15,4,1,"3.53",NA,1,"3.8",NA,1,"2.6",NA,1,0,1,0,0,0,NA
123006,"annual_2023","2023-06-07",1,0,"inside my house  wood flooring",17,16,1,1,"2.12",NA,1,"3.23",NA,1,"15.45",NA,1,0,1,0,0,0,NA
123029,"annual_2023","2023-05-23",1,0,"Wooden steps from yard to deck, at a friend's home.",14,9,2,1,"1.01",NA,0,NA,"Handler error",1,"1.14",NA,1,0,1,0,0,0,NA
123042,"annual_2023","2023-06-05",0,NA,"A straight flight of 15 stairs from first to second floor in our home. Seps are wood, but have carpet treads on dash step to keep from slipping.",20,15,3,1,"3.06",NA,1,"2.59",NA,1,"2.92",NA,1,0,0,0,0,1,"Just by being there at the top of the stairs waiting for him without even a treat or verbal cue necessary!"
123079,"annual_2023","2023-05-13",0,NA,"inside my house",20,12,3,1,"2.41",NA,1,"2.10",NA,1,"2.41",NA,1,0,0,0,0,0,NA
123132,"annual_2023","2023-06-09",0,NA,"Outside, by an elementary school in our neighborhood",15,8,1,1,"1.25",NA,1,"1.65",NA,1,"1.0",NA,1,0,1,0,0,0,NA
123170,"annual_2023","2023-06-05",0,NA,"Building J interior stairwell exposed aggregate",17,16,2,1,"2.37",NA,1,"2.52",NA,1,"2.10",NA,1,0,1,0,0,0,NA
123210,"annual_2023","2023-06-08",1,0,"inside my house, first floor to second floor, carpet.",19,14,1,1,"0.03",NA,1,"0.025",NA,1,"0.03",NA,1,0,1,0,0,0,NA
123223,"annual_2023","2023-05-27",0,NA,"inside my house.  Wood",20,13,1,1,"1.59",NA,1,"1.93",NA,1,"1.75",NA,1,0,1,0,0,0,NA
123313,"annual_2023","2023-06-16",1,0,"Carpeted stairs from basement to first floor",20,13,4,1,"5.99",NA,1,"5.73",NA,1,"5.5",NA,1,0,1,0,0,0,NA
123320,"annual_2023","2023-06-07",0,NA,"deck,wood",20.5,8,3,1,"1.91",NA,1,"1.58",NA,1,"1.46",NA,1,0,0,0,0,0,NA
123480,"annual_2023","2023-05-27",0,NA,"Inside house carpet",19,12,1,1,"6.55",NA,1,"4.26",NA,1,"7.98",NA,1,0,0,0,0,0,NA
123601,"annual_2023","2023-06-09",0,NA,"Inside my house, carpet",18,9,2,1,"2.26",NA,1,"2.01",NA,1,"1.54",NA,1,0,0,0,0,0,NA
123617,"annual_2023","2023-06-08",1,0,"Inside the house from 1st to second floor.  Wooden stairs, no carpet",18,17,3,1,"5.3",NA,1,"5.15",NA,1,"3.7",NA,1,0,1,1,0,0,NA
123626,"annual_2023","2023-05-30",1,0,"Inside the house from first to second floor, no landing. Carpet",17.5,12,3,1,"1.76",NA,1,"1.78",NA,1,"1.68",NA,0,0,1,0,0,0,NA
123737,"annual_2023","2023-06-04",1,0,"inside my house",18,7,2,1,"4",NA,1,"3",NA,1,"3",NA,0,0,0,0,0,1,"I had to walk up the stairs and she ran to catch up."
123817,"annual_2023","2023-06-04",0,NA,"Interior plastic laminate stairs with grip strips on the front of each step",20,12,1,1,"3.25",NA,1,"3.06",NA,1,"2.75",NA,1,0,1,0,0,0,NA
123837,"annual_2023","2023-06-08",1,0,"stairs to basement, carpet",20.5,11,2,1,"2.08",NA,1,"2.10",NA,1,"1.56",NA,0,0,1,0,0,0,NA
123840,"annual_2023","2023-05-07",0,NA,"Indoor carpeted stairs",10.5,8,2,1,"1.22",NA,1,"0.85",NA,1,"0.89",NA,1,0,0,0,0,0,NA
123971,"annual_2023","2023-06-09",1,0,"inside my house, carpet",20.5,9,3,1,"1.26",NA,1,"1.15",NA,1,"1.13",NA,1,0,0,0,0,0,NA
123986,"annual_2023","2023-05-25",1,0,"Inside my house, carpet",20,8,3,1,"1.33",NA,1,"1.11",NA,1,"1.16",NA,1,0,0,0,0,0,NA
124054,"annual_2023","2023-05-06",1,0,"inside my house. wood stairs.",19,12,3,1,"5.0",NA,1,"3.65",NA,1,"4.40",NA,1,0,0,0,0,0,NA
124161,"annual_2023","2023-06-06",1,0,"in my house",10,17,3,1,"3",NA,1,"2",NA,1,"3",NA,0,0,0,0,1,0,NA
124228,"annual_2023","2023-06-09",0,NA,"main staircase in house, wood floor",19,9,1,1,"1.86",NA,1,"1.41",NA,1,"1.78",NA,0,0,1,0,0,0,NA
124250,"annual_2023","2023-05-13",1,1,"carpet in house",23,13,1,1,"3.11",NA,1,"2.28",NA,1,"3.45",NA,1,0,0,0,0,0,NA
124610,"annual_2023","2023-06-08",0,NA,"The front staircase in my house with carpet footing",19.5,15,2,1,"2.64",NA,1,"1.75",NA,1,"1.44",NA,1,0,0,0,0,0,NA
124752,"annual_2023","2023-05-21",0,NA,"Inside my house.  This is the first we have ever done this activity",19.5,8,3,1,"1.33",NA,1,"1.13",NA,1,"1.12",NA,1,0,0,0,0,0,NA
124766,"annual_2023","2023-06-07",1,0,"Carpeted basement stairs",19.5,12,3,1,"1.82",NA,1,"1.95",NA,1,"1.66",NA,1,0,1,0,0,0,NA
124790,"annual_2023","2023-05-29",0,NA,"Inside my house, wood",20.5,8,1,1,"2.61",NA,1,"2.56",NA,1,"1.86",NA,1,0,1,0,0,0,NA
124809,"annual_2023","2023-06-06",0,NA,"Wooden basement stairs in our home",21,13,2,1,"2.41",NA,1,"2.39",NA,1,"3.19",NA,1,0,1,0,0,0,NA
124886,"annual_2023","2023-05-24",1,0,"Inside house  wood",19.5,13,1,1,"2.36",NA,1,"2.61",NA,1,"1.73",NA,0,0,1,0,0,0,NA
124915,"annual_2023","2023-06-03",1,0,"hardwood floor steps into apartment",20,9,4,1,"1.93",NA,1,"2.70",NA,1,"7.02",NA,1,0,0,0,0,0,NA
124928,"annual_2023","2023-06-01",1,0,"Inside our house, carpeted",18,14,2,1,"2.53",NA,1,"2.43",NA,1,"2.31",NA,0,0,1,0,0,0,NA
125105,"annual_2023","2023-06-08",1,0,"Inside my house, carpet",18,8,3,1,"0.74",NA,1,"0.73",NA,1,"0.64",NA,0,0,1,0,0,0,NA
125126,"annual_2023","2023-06-03",1,0,"Wood",15,10,1,1,"5",NA,1,"3",NA,1,"4",NA,0,1,0,0,0,0,NA
125228,"annual_2023","2023-05-22",1,0,"wooden stairs inside my house",20.5,8,2,1,"2.19",NA,1,"2.12",NA,1,"1.76",NA,1,0,1,0,0,0,NA
125256,"annual_2023","2023-05-21",1,0,"park, concrete",14,8,1,1,"2.98",NA,1,"2.32",NA,1,"1.84",NA,1,0,1,0,0,0,NA
125469,"annual_2023","2023-05-02",1,0,"carpeted stair inside my house.  My dog has used these steps many times.",19,12,2,1,"2.7",NA,1,"3.0",NA,1,"3.2",NA,1,0,1,1,0,0,NA
125655,"annual_2023","2023-05-28",0,NA,"Inside my house - carpeted stairs",20.5,15,3,1,"1.21",NA,1,"1.61",NA,1,"1.66",NA,0,0,1,0,0,0,NA
125818,"annual_2023","2023-06-09",0,NA,"In the house, wood but with a carpet runner for secure footing.",20.5,13,1,1,"1.02",NA,1,"1.21",NA,1,"1.20",NA,1,1,0,0,0,0,NA
125843,"annual_2023","2023-05-21",1,1,"basement stairs",25.5,8,2,1,"1.38",NA,1,"1.59",NA,1,"1.52",NA,0,0,1,0,0,0,NA
125880,"annual_2023","2023-06-08",1,0,"Carpeted stairs from ground floor to second floor of home.",18.5,10,1,1,"1.88",NA,1,"2.19",NA,1,"1.86",NA,1,1,1,0,0,0,NA
125908,"annual_2023","2023-06-11",1,0,"stairs to basement, carpeted",19,14,2,1,"2.99",NA,1,"2.83",NA,1,"2.61",NA,1,0,1,0,0,0,NA
125973,"annual_2023","2023-06-08",1,0,"stairs to my basement",19,10,1,1,"10.3",NA,1,"9.8",NA,1,"9.9",NA,1,0,1,0,0,0,NA
126054,"annual_2023","2023-06-04",0,NA,"Stairs to the basement",19,13,1,1,"1.52",NA,1,"1.91",NA,0,NA,"Stumbled",1,0,0,0,0,0,NA
126140,"annual_2023","2023-06-04",1,0,"Deck stairs in back yard",183,10,2,1,"1.8",NA,1,"2.0",NA,1,"1.4",NA,1,0,0,0,0,0,NA
126188,"annual_2023","2023-05-29",1,0,"In our house",18.5,12,3,1,"1.75",NA,1,"1.85",NA,1,"2.20",NA,1,0,1,0,0,0,NA
126270,"annual_2023","2023-06-08",1,0,"Inside my house; wood with carpet pieces on each step.",19,11,2,1,"2.10",NA,1,"7.45",NA,1,"7.59",NA,1,0,0,0,0,0,NA
126330,"annual_2023","2023-06-07",0,NA,"inside my house, they are wood, but have carpet stair treads.",7,8,2,1,".85",NA,1,".87",NA,1,".92",NA,1,0,1,0,0,0,NA
126397,"annual_2023","2023-06-04",1,0,"Inside house- carpet",21.5,11,3,1,"4.35",NA,1,"2.66",NA,1,"2.37",NA,1,0,0,0,0,0,NA
126503,"annual_2023","2023-05-23",0,NA,"Main stairway",16.5,14,2,1,"1.68",NA,1,"1.37",NA,1,"1.80",NA,0,0,1,0,0,0,NA
126622,"annual_2023","2023-05-29",0,NA,"Inside my house, wood stairs",21,13,1,1,"4.12",NA,1,"3.20",NA,1,"3.31",NA,1,0,0,0,0,0,NA
126650,"annual_2023","2023-05-21",0,NA,"inside my house with carpet",19,13,2,1,"1.88",NA,1,"1.83",NA,1,"2.55",NA,0,0,1,0,0,0,NA
126653,"annual_2023","2023-06-06",1,0,"Open end wooden stairs leading from my basement to the main floor of the house.",18,12,2,1,"3.18",NA,1,"2.16",NA,1,"1.8",NA,0,0,0,0,1,0,NA
126735,"annual_2023","2023-05-12",0,NA,"inside my house  vinyl flooring",20.5,13,2,1,"1.79",NA,1,"1.40",NA,1,"1.67",NA,0,0,1,0,0,0,NA
126737,"annual_2023","2023-06-07",0,NA,"Wood stairs inside my house that go up to an attic room.",19.5,10,5,1,"2.34",NA,1,"1.94",NA,1,"2.21",NA,1,0,1,0,0,0,NA
126789,"annual_2023","2023-05-14",0,NA,"Inside the house,carpeted.",19,14,1,1,"2.27",NA,1,"2.22",NA,1,"2.08",NA,1,0,0,0,0,0,NA
126968,"annual_2023","2023-06-08",1,0,"stairs from the deck leading to the yard",18,14,2,1,"1.73",NA,1,"1.71",NA,1,"1.63",NA,1,0,0,0,0,0,NA
