"dog_id","Sample_Year","DAP_Sample_ID","krt_urine_col_meth","krt_urine_volume","krt_urine_transparency","krt_urine_sg","krt_urine_glucose","krt_urine_bilirubin","krt_urine_ketones","krt_urine_blood_hbg","krt_urine_ph","krt_urine_protien","krt_urine_wbc_hpf","krt_urine_rbc_hpf","krt_urine_squamous_hpf","krt_urine_urothelial_hpf","krt_urine_casts","krt_urine_casts_2","krt_urine_casts_3","krt_urine_casts_lpf","krt_urine_casts_lpf_2","krt_urine_casts_lpf_3","krt_urine_crystals","krt_urine_crystals_2","krt_urine_crystals_3","krt_urine_crystals_hpf","krt_urine_crystals_hpf_2","krt_urine_crystals_hpf_3","krt_urine_amorph_debris_hpf","krt_urine_bacteria","krt_urine_fat_hpf","krt_urine_color","krt_urine_test_comments"
107482,"precision_1","107482-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.054","Negative","1+","Negative","Negative",6.5,"1+","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","None Observed","Dark Straw","Many sperm"
107482,"precision_2","107482-precision_2-Urine","Free Catch",">3 mL","Clear","1.045","Negative","Negative","Negative","Negative",7,"Trace","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"None Observed","Dark Straw","Rare spermatozoa observed. "
107594,"precision_1","107594-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.058","Negative","1+","Negative","Negative",7.5,"1+","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Moderate",NA,NA,NA,NA,"Many","Brownish Yellow",NA
107678,"precision_1","107678-precision_1-Urine","Free Catch","1-3 mL","Clear","1.032","Negative","Negative","Negative","Negative",6,"Negative","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"Cocci","Moderate","Straw",NA
107678,"precision_2","107678-precision_2-Urine","Unknown",">3 mL","Clear","1.051","Negative","Negative","Negative","Negative",6.5,"Negative","0-3","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Straw",NA
107837,"precision_1","107837-precision_1-Urine","Free Catch",">3 mL","Flocculent",">1.060","Negative","1+","Negative","Negative",7,"1+","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Many","Yellow","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture."
107837,"precision_2","107837-precision_2-Urine","Free Catch","1-3 mL","Slightly Hazy","1.043","Negative","Negative","Negative","Negative",6,"Trace","0-3","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Yellow",NA
108032,"precision_1","108032-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.019","Negative","Negative","Negative","Negative",6.5,"Negative","0-3","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw","Hyphae was present on microscopic examination."
108176,"precision_1","108176-precision_1-Urine","Free Catch","1-3 mL","Flocculent","1.053","Negative","1+","Negative","Negative",7.5,"1+","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Moderate",NA,NA,NA,NA,"None Observed","Yellow","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture."
108182,"precision_1","108182-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.055","Negative","Negative","Negative","Negative",7,"1+","0-3","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Few","Yellow","Many spermatozoa seen on sediment exam."
108235,"precision_1","108235-precision_1-Urine","Free Catch","<1 mL","Slightly Hazy","1.048",NA,NA,NA,NA,NA,NA,"0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Rare",NA,NA,NA,NA,"Few","Yellow","Quantity not sufficient to perform dipstick analysis or concentrate for sediment examination. Microscopic analysis performed on unconcentrated urine."
108235,"precision_2","108235-precision_2-Urine","Free Catch","1-3 mL","Hazy","1.048","Negative","1+","Negative","Negative",6,"Trace","Too Numerous to Count","0-3","10-20","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Many",NA,NA,NA,NA,"Few","Dark Yellow","Calcium oxalate dihydrate crystals can be clinically insignificant or an indication of calcium oxalate uroliths in cats and dogs. Formation of calcium oxalate uroliths is often considered idiopathic; however, hypercalcemia, increased dietary oxalates (spinach, nuts, etc.), acidic urine, and highly concentrated urine have been associated with crystal development. The presence of calcium oxalate crystals does not confirm the presence of uroliths; however, abdominal imaging may be warranted. The significance of the calcium oxalate crystals in this case should be determined with consideration of the full clinical history, presentation, and laboratory findings. "
108244,"precision_1","108244-precision_1-Urine","Free Catch",">3 mL","Hazy","1.032","Negative","Negative","Negative","Negative",6.5,"Negative","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Dark Straw","Few spermatozoa seen per hpf. "
108306,"precision_1","108306-precision_1-Urine","Cystocentesis",">3 mL","Slightly Hazy","1.048","Negative","1+","Negative","Negative",6.5,"Trace","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Yellow",NA
108306,"precision_2","108306-precision_2-Urine","Free Catch",">3 mL","Clear","1.052","Negative","Negative","Negative","Negative",6,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"None Observed","Yellow","EJ/VAW"
108536,"precision_1","108536-precision_1-Urine","Free Catch","1-3 mL","Slightly Hazy","1.044","Negative","Negative","Negative","2+",6,"Trace","3-6","Too Numerous to Count","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Rare",NA,NA,NA,NA,"Many","Yellow",NA
108732,"precision_1","108732-precision_1-Urine","Free Catch","<1 mL","Slightly Hazy","1.021","Negative","Negative","Negative","Negative",8,"Negative","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Straw",NA
108732,"precision_2","108732-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.030","Negative","Negative","Negative","Negative",6.5,"Negative","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
108734,"precision_1","108734-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.043","Negative","1+","Negative","Negative",6,"Trace","0-3","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Rare","Yellow",NA
108734,"precision_2","108734-precision_2-Urine","Free Catch","1-3 mL","Clear","1.048","Negative","1+","Negative","Negative",6.5,"1+","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Yellow",NA
108951,"precision_1","108951-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.057","Negative","Negative","Negative","Negative",7,"1+","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Moderate",NA,NA,NA,NA,"Few","Straw","Many sperm seen"
108951,"precision_2","108951-precision_2-Urine","Free Catch","1-3 mL","Slightly Hazy","1.053","Negative","Negative","Negative","Negative",6,"Negative","0-3","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Bilirubin",NA,NA,"Rare",NA,NA,NA,NA,"None Observed","Dark Straw",NA
108954,"precision_1","108954-precision_1-Urine","Free Catch","1-3 mL","Slightly Hazy","1.008","Negative","Negative","Negative","Negative",7,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Straw",NA
108954,"precision_2","108954-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.029","Negative","Negative","Negative","Negative",6,"Negative","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Many",NA,NA,NA,NA,"Few","Pale Yellow","Budding yeast and/or hyphae were present on microscopic examination."
108981,"precision_1","108981-precision_1-Urine","Free Catch","1-3 mL","Slightly Hazy","1.041","Negative","1+","Negative","Negative",6,"Negative","None Observed","0-3","6-10","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
109075,"precision_1","109075-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.054","Negative","1+","Negative","Negative",6,"Trace","0-3","0-3","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
109075,"precision_2","109075-precision_2-Urine","Free Catch","1-3 mL","Slightly Hazy","1.056","Negative","1+","Negative","Negative",6,"Trace","3-6","None Observed","6-10","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Straw",NA
109281,"precision_1","109281-precision_1-Urine","Cystocentesis",">3 mL","Clear","1.020","Negative","Negative","Negative","Negative",6,"Negative","3-6","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"Degenerating",NA,NA,"Few",NA,NA,NA,NA,"Few","Pale Yellow",NA
109290,"precision_1","109290-precision_1-Urine","Cystocentesis","1-3 mL","Slightly Hazy","1.036","Negative","Negative","Negative","Negative",6,"Negative","0-3","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
109353,"precision_1","109353-precision_1-Urine","Free Catch","1-3 mL","Slightly Hazy","1.017","Negative","Negative","Negative","Trace",6,"Negative","20-40","0-3","6-10","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","None Observed","Straw","WBC and squamous count verified by repeat analysis."
109353,"precision_2","109353-precision_2-Urine","Catheter",">3 mL","Hazy","1.045","Negative","Negative","Negative","3+",6,"Trace","3-6","Too Numerous to Count","0-3","3-6","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
109382,"precision_1","109382-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.030","Negative","Negative","Negative","Negative",8,"Negative","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Few","Straw",NA
109412,"precision_1","109412-precision_1-Urine","Free Catch",">3 mL","Hazy","1.057","Negative","1+","Negative","Negative",6,"Trace","0-3","0-3","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
109412,"precision_2","109412-precision_2-Urine","Unknown",">3 mL","Hazy","1.028","Negative","Negative","Negative","Negative",7,"Trace","0-3","6-10","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Pale Yellow","Blood dipstick result verified by repeat analysis. "
109569,"precision_1","109569-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.008","Negative","Negative","Negative","Negative",6.5,"3+","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"Rod Shaped Bacteria","Few","Pale Straw",NA
109729,"precision_1","109729-precision_1-Urine","Free Catch",">3 mL","Clear","1.050","Negative","Negative","Negative","Negative",6,"Negative","3-6","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
109787,"precision_1","109787-precision_1-Urine","Cystocentesis","1-3 mL","Hazy","1.049","Negative","1+","Negative","Negative",7,"Trace","None Observed","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Dark Yellow",NA
109889,"precision_1","109889-precision_1-Urine","Free Catch",">3 mL","Clear","1.031","Negative","1+","Negative","Negative",6.5,"Trace","6-10","0-3","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","None Observed","Yellow","Ictotest positive."
109889,"precision_2","109889-precision_2-Urine","Cystocentesis","1-3 mL","Clear","1.042","Negative","Negative","Negative","Negative",6,"Negative","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Yellow","Few spermatozoa seen on urine sediment exam."
109960,"precision_1","109960-precision_1-Urine","Cystocentesis",">3 mL","Cloudy","1.043","Negative","Negative","Negative","Negative",8,"2+","0-3","3-6","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Dark Straw","Blood dipstick result verified by repeat analysis. "
110079,"precision_1","110079-precision_1-Urine","Free Catch","1-3 mL","Clear","1.041","Negative","Negative","Negative","Negative",6.5,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
110430,"precision_1","110430-precision_1-Urine","Free Catch",">3 mL","Clear","1.049","Negative","1+","Negative","Negative",6,"Negative","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Yellow",NA
110540,"precision_1","110540-precision_1-Urine","Cystocentesis","1-3 mL","Hazy","1.053","Negative","1+","Negative","Negative",6.5,"Trace","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
110540,"precision_2","110540-precision_2-Urine","Free Catch",">3 mL","Cloudy","1.047","Negative","Negative","Negative","Negative",6,"Trace","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Moderate",NA,NA,NA,NA,"Many","Yellow",NA
110564,"precision_1","110564-precision_1-Urine","Free Catch",">3 mL","Clear","1.035","Negative","Negative","Negative","Negative",6,"Negative","3-6","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Yellow","Many sperm seen."
110564,"precision_2","110564-precision_2-Urine","Free Catch",">3 mL","Flocculent","1.044","Negative","1+","Negative","Negative",7,"Trace","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Degenerating",NA,NA,"Rare",NA,NA,NA,NA,"Few","Yellow","Ictotest positive"
110575,"precision_1","110575-precision_1-Urine","Free Catch",">3 mL","Clear","1.051","Negative","Negative","Negative","Negative",6,"Negative","0-3","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Straw",NA
110575,"precision_2","110575-precision_2-Urine","Free Catch","1-3 mL","Slightly Hazy","1.052","Negative","1+","Negative","Negative",6.5,"Trace","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
110580,"precision_1","110580-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.020","Negative","Negative","Negative","Negative",8,"Negative","3-6","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Yellow",NA
110664,"precision_1","110664-precision_1-Urine","Catheter","1-3 mL","Cloudy","1.049","Negative","1+","Negative","Trace",6,"Trace","6-10","10-20","3-6","6-10","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"Rod Shaped Bacteria","Many","Yellow","Blood dipstick result verified by repeat analysis. "
110697,"precision_1","110697-precision_1-Urine","Free Catch",">3 mL","Cloudy","1.048","Negative","Negative","Negative","Negative",6.5,"Trace","3-6","None Observed","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Dark Straw",NA
110744,"precision_1","110744-precision_1-Urine","Free Catch",">3 mL","Clear","1.004","Negative","Negative","Negative","Negative",7,"Negative","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"None Observed","Light Yellow",NA
110847,"precision_1","110847-precision_1-Urine","Cystocentesis",">3 mL","Slightly Hazy","1.058","Negative","1+","Negative","Negative",6,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Straw",NA
